(Cisco Controller) >show ap summary



Number of APs.................................... 129


Global AP User Name.............................. swadmin

Global AP Dot1x User Name........................ Not Configured


AP Name             Slots  AP Model              Ethernet MAC       Location          Country     IP Address       Clients   DSE Location  
MaintRoom            2     AIR-CAP2602I-A-K9     78:da:6e:85:32:5c  BoilerRoom Old/N  US          172.22.40.151      3       [0 ,0 ,0 ]

SW-SF1-CAP-744C      2     AIR-CAP2702I-A-K9     5c:83:8f:a6:74:4c  Sales Floor       US          172.22.40.82       11      [0 ,0 ,0 ]

APa0ec.f957.0588     2     AIR-CAP2702I-A-K9     a0:ec:f9:57:05:88  Retail Store - A  US          172.22.40.153      3       [0 ,0 ,0 ]

Academy01            2     AIR-CAP2702I-A-K9     18:8b:9d:5c:f1:78  Academy Expansio  US          172.22.40.39       0       [0 ,0 ,0 ]

PICK-MOD-LEVEL3      2     AIR-CAP2602I-A-K9     78:da:6e:85:17:15  Pick-Mod          US          172.22.40.21       13      [0 ,0 ,0 ]

Diner-AP-02          2     AIR-CAP2602E-A-K9     3c:08:f6:09:8e:4f  default location  US          172.22.40.189      13      [0 ,0 ,0 ]

ConfHall-02          2     AIR-LAP1142N-A-K9     4c:4e:35:b3:e0:aa  Conf Hall         US          172.22.40.24       0       [0 ,0 ,0 ]

SW-SF1-CAP-494C      2     AIR-CAP2702I-A-K9     5c:83:8f:a6:49:4c  Sales Floor       US          172.22.40.73       6       [0 ,0 ,0 ]

Retail-Store01       2     AIR-CAP2602I-A-K9     6c:41:6a:36:70:54  Retail-Store      US          172.22.40.186      27      [0 ,0 ,0 ]

SW-SF1-CAP-C7F8      2     AIR-CAP2702I-A-K9     5c:83:8f:d8:c7:f8  Sales Floor       US          172.22.40.93       27      [0 ,0 ,0 ]

APe4aa.5d5b.26a8     2     AIR-CAP2702I-A-K9     e4:aa:5d:5b:26:a8  default location  US          172.22.40.125      14      [0 ,0 ,0 ]

PICK-MOD-LEVEL2      2     AIR-CAP2602I-A-K9     88:5a:92:70:b6:41  Pick-Mod          US          172.22.40.218      6       [0 ,0 ,0 ]

SW-SF1-CAP-BE30      2     AIR-CAP2702I-A-K9     5c:83:8f:d8:be:30  Sales Floor       US          172.22.40.117      12      [0 ,0 ,0 ]

AP4c4e.3563.a95f     2     AIR-CAP2602I-A-K9     4c:4e:35:63:a9:5f  default location  US          172.22.40.199      16      [0 ,0 ,0 ]

AP78da.6e52.5960     2     AIR-CAP2602I-A-K9     78:da:6e:52:59:60  default location  US          172.22.40.142      2       [0 ,0 ,0 ]

MDF-AP-10            2     AIR-CAP2702I-A-K9     5c:83:8f:cc:59:c0  Retail Store- Gu  US          172.22.40.99       1       [0 ,0 ,0 ]

SW-SF1-CAP-E684      2     AIR-CAP2702I-A-K9     18:8b:9d:5c:e6:84  Sales Floor       US          172.22.40.66       19      [0 ,0 ,0 ]

Diner-AP-06          2     AIR-CAP2602E-A-K9     a8:0c:0d:e7:25:c2  Diner             US          172.22.40.193      14      [0 ,0 ,0 ]

Mall-AP3             2     AIR-CAP2602E-A-K9     50:87:89:c1:2b:31  Mall              US          172.22.40.213      8       [0 ,0 ,0 ]

MDF-AP-13            2     AIR-CAP2702I-A-K9     54:a2:74:93:57:8c  Retail Store-Aco  US          172.22.40.96       4       [0 ,0 ,0 ]

WHA3-07              2     AIR-CAP2602I-A-K9     88:5a:92:70:a8:6f  Warehouse A : ID  US          172.22.40.237      23      [0 ,0 ,0 ]

APd072.dcef.7856     2     AIR-CAP2602E-A-K9     d0:72:dc:ef:78:56  default location  US          172.22.40.197      0       [0 ,0 ,0 ]

APa80c.0de7.3e42     2     AIR-CAP2602E-A-K9     a8:0c:0d:e7:3e:42  Diner             US          172.22.40.191      16      [0 ,0 ,0 ]

AP881d.fcad.a148     2     AIR-CAP2702I-A-K9     88:1d:fc:ad:a1:48  default location  US          172.22.40.159      6       [0 ,0 ,0 ]

AP5087.89dd.e57d     2     AIR-CAP2602E-A-K9     50:87:89:dd:e5:7d  GuitarInspection  US          172.22.40.207      11      [0 ,0 ,0 ]

AP78da.6e85.11e7     2     AIR-CAP2602I-A-K9     78:da:6e:85:11:e7  default location  US          172.22.40.172      1       [0 ,0 ,0 ]

Retail-AP-2          2     AIR-CAP2602E-A-K9     f4:0f:1b:80:ec:4e  By speaker above  US          172.22.40.227      4       [0 ,0 ,0 ]

APf4cf.e2a4.b064     2     AIR-CAP2702I-A-K9     f4:cf:e2:a4:b0:64  Retail Store - A  US          172.22.40.155      11      [0 ,0 ,0 ]

APe4aa.5d1b.44d4     2     AIR-CAP2702I-A-K9     e4:aa:5d:1b:44:d4  default location  US          172.22.40.128      15      [0 ,0 ,0 ]

